Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2015-09-12 06:57:18,false,"Frisco Cycling","105.94","4,424","06:11:05","151","176","--","--","--","17.1","32.8","3,566","3,543","0.00","0.0","0.0","0","--","70","158","--","--","0.0","--","0","0","0.0","0.0","17552","0","0","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-10 17:56:39,false,"Mc Kinney Cycling","44.92","2,047","02:26:03","157","185","--","--","--","18.5","35.4","991","1,014","0.00","0.0","0.0","0","--","72","114","--","--","0.0","--","0","0","0.0","0.0","7495","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-07 08:05:42,false,"Aubrey Cycling","57.64","2,914","03:14:19","163","198","--","--","--","17.8","30.9","1,663","1,696","0.00","0.0","0.0","0","--","73","140","--","--","0.0","--","0","0","0.0","0.0","8941","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-06 06:53:34,false,"Sunday: Not Recovery with STCC Group","48.34","2,126","02:54:09","149","188","--","--","--","16.7","30.6","1,365","1,378","0.00","0.0","0.0","0","--","71","128","--","--","0.0","--","0","0","0.0","0.0","7569","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-01 20:33:15,false,"Frisco Cycling","6.77","497","00:32:07","158","173","--","--","--","12.6","21.9","269","177","0.00","0.0","0.0","0","--","62","101","--","--","0.0","--","0","0","0.0","0.0","1351","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-01 17:55:21,false,"Frisco Cycling","39.73","1,873","02:05:09","160","191","--","--","--","19.0","35.9","850","978","0.00","0.0","0.0","0","--","72","110","--","--","0.0","--","0","0","0.0","0.0","6451","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-30 06:57:18,false,"STCC Hangover Group Sunday Ride - Frisco Cycling","46.29","1,908","02:53:34","142","200","--","--","--","16.0","30.0","1,322","1,362","0.00","0.0","0.0","0","--","75","119","--","--","0.0","--","0","0","0.0","0.0","8667","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-27 17:23:56,false,"STCC Group A - Tuesday Night","47.55","2,338","02:41:24","162","198","--","--","--","17.7","36.3","1,083","1,063","0.00","0.0","0.0","0","--","75","126","--","--","0.0","--","0","0","0.0","0.0","8161","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-22 06:59:42,false,"Untitled","57.17","2,549","03:22:40","152","188","--","--","--","16.9","38.8","1,601","1,617","0.00","0.0","0.0","0","--","73","158","--","--","0.0","--","0","0","0.0","0.0","9625","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-18 17:45:31,false,"Frisco Cycling","46.66","2,286","02:42:23","159","185","--","--","--","17.2","36.0","1,089","1,086","0.00","0.0","0.0","0","--","74","125","--","--","0.0","--","0","0","0.0","0.0","8026","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-15 06:45:29,false,"CPS B Cycling Training with STCC - 08/16/15","53.16","2,300","03:11:21","147","187","--","--","--","16.7","33.2","1,923","1,952","0.00","0.0","0.0","0","--","78","119","--","--","0.0","--","0","0","0.0","0.0","9738","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-11 18:35:24,false,"STCC Stampede/Group A - Frisco Cycling","32.77","1,456","01:42:32","157","189","--","--","--","19.2","35.9","646","676","0.00","0.0","0.0","0","--","75","114","--","--","0.0","--","0","0","0.0","0.0","5612","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-03 18:42:31,false,"Recovery Ride @ HR Zone 1-2: Frisco Cycling","25.17","983","01:38:42","133","168","--","--","--","15.3","28.3","682","692","0.00","0.0","0.0","0","--","79","117","--","--","0.0","--","0","0","0.0","0.0","6219","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-01 06:49:16,false,"Short recovery ride, Saturday morning solo","22.91","1,043","01:27:56","143","177","--","--","--","15.6","29.6","604","620","0.00","0.0","0.0","0","--","84","106","--","--","0.0","--","0","0","0.0","0.0","5964","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-30 18:33:05,false,"Frisco Cycling","33.06","1,466","01:43:24","156","184","--","--","--","19.2","35.6","640","656","0.00","0.0","0.0","0","--","79","119","--","--","0.0","--","0","0","0.0","0.0","5455","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-28 18:33:28,false,"Frisco Cycling","32.99","1,456","01:45:09","154","177","--","--","--","18.8","36.5","823","823","0.00","0.0","0.0","0","--","79","169","--","--","0.0","--","0","0","0.0","0.0","6020","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-27 17:52:06,false,"Frisco Cycling","29.69","1,441","01:51:03","150","181","--","--","--","16.0","32.5","853","840","0.00","0.0","0.0","0","--","79","110","--","--","0.0","--","0","0","0.0","0.0","5964","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-25 07:01:58,false,"Frisco Cycling","34.94","3,175","02:00:05","0","0","--","--","--","17.5","31.5","932","955","0.00","0.0","0.0","0","--","79","113","--","--","0.0","--","0","0","0.0","0.0","5941","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-21 18:36:36,false,"Frisco Cycling","32.30","1,591","01:49:10","161","190","--","--","--","17.8","35.6","748","768","0.00","0.0","0.0","0","--","75","119","--","--","0.0","--","0","0","0.0","0.0","5750","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-18 06:58:14,false,"Frisco Cycling","57.34","2,537","03:23:39","154","189","--","--","--","16.9","36.6","1,624","1,663","0.00","0.0","0.0","0","--","76","127","--","--","0.0","--","0","0","0.0","0.0","9585","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-16 18:36:22,false,"Frisco Cycling","32.29","1,553","01:46:26","162","194","--","--","--","18.2","38.1","866","876","0.00","0.0","0.0","0","--","79","120","--","--","0.0","--","0","0","0.0","0.0","5681","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-14 18:38:45,false,"Frisco Cycling","27.77","1,452","01:37:28","159","190","--","--","--","17.1","35.1","748","761","0.00","0.0","0.0","0","--","80","207","--","--","0.0","--","0","0","0.0","0.0","6181","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-13 18:28:22,false,"Frisco Cycling","16.65","920","01:00:48","161","189","--","--","--","16.4","30.0","486","479","0.00","0.0","0.0","0","--","77","108","--","--","0.0","--","0","0","0.0","0.0","3817","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-08 19:33:12,false,"Plano Cycling","4.84","403","00:18:58","0","0","--","--","--","15.3","31.9","167","167","0.00","0.0","0.0","0","--","61","100","--","--","0.0","--","0","0","0.0","0.0","647","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-08 18:14:12,false,"Plano Cycling","13.60","1,008","01:03:49","0","0","--","--","--","12.8","34.5","371","364","0.00","0.0","0.0","0","--","64","187","--","--","0.0","--","0","0","0.0","0.0","1932","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-07 18:40:59,false,"Frisco Cycling","34.00","3,007","01:55:26","0","0","--","--","--","17.7","34.6","833","869","0.00","0.0","0.0","0","--","67","166","--","--","0.0","--","0","0","0.0","0.0","2151","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-30 18:33:48,false,"Frisco Cycling","22.52","1,681","01:14:20","160","191","--","--","--","18.2","33.8","1,033","499","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-27 09:45:24,false,"Frisco Cycling","18.78","1,189","01:05:28","151","179","--","--","--","17.2","29.8","499","502","0.00","0.0","0.0","0","--","73","123","--","--","0.0","--","0","0","0.0","0.0","3661","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-27 09:33:36,false,"Frisco Cycling","0.00","--","00:00:01.5","80","80","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-23 18:39:06,false,"Frisco Cycling","32.27","2,305","01:47:48","149","193","--","--","--","18.0","33.7","679","699","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-06-13 08:49:24,false,"Mc Kinney Running","2.70","117","00:15:52","155","174","--","69","163","5:53","4:02","58","15","3.95","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-07 07:25:55,false,"Frisco Cycling","41.22","2,315","02:28:39","140","176","--","--","--","16.6","33.4","1,188","1,184","0.00","0.0","0.0","0","--","70","224","--","--","0.0","--","0","0","0.0","0.0","7232","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-31 07:33:53,false,"Frisco Cycling","32.57","1,204","02:34:33","123","173","--","--","--","12.6","30.3","1,066","1,083","0.00","0.0","0.0","0","--","67","219","--","--","0.0","--","0","0","0.0","0.0","6505","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-28 18:28:38,false,"Frisco Cycling","34.48","1,699","01:57:14","156","189","--","--","--","17.6","36.1","794","804","0.00","0.0","0.0","0","--","73","160","--","--","0.0","--","0","0","0.0","0.0","6227","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-05-23 08:08:19,false,"Frisco Running","4.47","295","01:09:25","125","186","--","79","190","15:32","3:37","64","155","1.31","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-21 17:49:45,false,"Frisco Cycling","16.75","497","01:24:23","109","170","--","--","--","11.9","23.8","433","417","0.00","0.0","0.0","0","--","72","106","--","--","0.0","--","0","0","0.0","0.0","4143","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-19 18:36:58,false,"Frisco Cycling","32.16","1,708","01:48:01","155","183","--","--","--","17.9","33.8","758","784","0.00","0.0","0.0","0","--","76","120","--","--","0.0","--","0","0","0.0","0.0","5862","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-16 06:52:05,false,"Frisco Cycling","0.83","56","00:06:45.7","112","140","--","--","--","7.4","15.7","--","3","0.00","0.0","0.0","0","--","60","75","--","--","0.0","--","0","0","0.0","0.0","142","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-11 17:16:17,false,"Frisco Cycling","16.78","861","00:58:27","157","183","--","--","--","17.2","30.5","459","453","0.00","0.0","0.0","0","--","72","98","--","--","0.0","--","0","0","0.0","0.0","3217","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-18 09:01:19,false,"Frisco Cycling","29.72","1,540","02:10:17","145","184","--","--","--","13.7","36.1","1,033","1,056","0.00","0.0","0.0","0","--","71","111","--","--","0.0","--","0","0","0.0","0.0","6463","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-11 13:32:46,false,"Frisco Cycling","33.87","1,291","02:29:44","129","184","--","--","--","13.6","31.6","1,027","942","0.00","0.0","0.0","0","--","63","223","--","--","0.0","--","0","0","0.0","0.0","6559","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-07 18:38:48,false,"Frisco Cycling","32.17","1,592","01:47:46","165","194","--","--","--","17.9","34.8","692","696","0.00","0.0","0.0","0","--","75","223","--","--","0.0","--","0","0","0.0","0.0","5559","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-04-04 12:09:01,false,"Mc Kinney Running","10.44","463","01:04:12","165","197","--","47","159","6:09","3:50","130","157","5.60","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-04 11:48:24,false,"Frisco Cycling","21.57","796","01:55:04","118","183","--","--","--","11.2","26.1","495","427","0.00","0.0","0.0","0","--","67","172","--","--","0.0","--","0","0","0.0","0.0","5163","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-03-31 18:36:18,false,"Frisco Cycling","31.07","1,488","01:49:38","157","188","--","--","--","17.0","37.0","614","633","0.00","0.0","0.0","0","--","72","249","--","--","0.0","--","0","0","0.0","0.0","5443","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-03-29 07:09:03,false,"Frisco Cycling","41.27","2,017","02:54:40","150","191","--","--","--","14.2","37.1","1,184","1,194","0.00","0.0","0.0","0","--","67","160","--","--","0.0","--","0","0","0.0","0.0","7485","0","0","0","--","0:00","48.2","0:00","No","00:00.00","--","73.4","--","--","--","--","--","--","--","--","00:00:00","00:00:00","546","795"
Cycling,2015-03-22 13:53:18,false,"Untitled","24.33","1,429","01:40:21","159","198","--","--","--","14.5","25.9","709","682","0.00","0.0","0.0","0","--","72","104","--","--","0.0","--","0","0","0.0","0.0","4789","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-03-15 18:07:46,false,"Untitled","0.00","--","00:00:01.9","0","0","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-03-15 07:25:50,false,"Untitled","47.80","2,746","03:14:39","155","189","--","--","--","14.7","28.0","1,243","1,293","0.00","0.0","0.0","0","--","67","121","--","--","0.0","--","0","0","0.0","0.0","7852","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-02-08 07:22:07,false,"Frisco Cycling","45.35","2,210","03:04:12","152","188","--","--","--","14.8","28.1","1,253","1,312","0.00","0.0","0.0","0","--","74","161","--","--","0.0","--","0","0","0.0","0.0","7703","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-07 07:55:08,false,"Dallas Running","3.21","381","00:40:46","191","207","--","141","192","12:43","7:13","19","26","0.90","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
